time_ms,level
26321,3
26371,3
26421,3
26471,3
26521,3
26571,3
26621,3
26671,3
26721,3
26771,3
26821,4
26871,4
26921,4
26971,4
27021,4
27071,4
27121,4
27171,4
27221,4
27271,4
27321,4
27371,4
27421,4
27471,4
27521,4
27571,4
27621,4
27671,4
27721,4
27771,4
27821,4
27871,4
27921,4
27971,4
28021,4
28071,4
28121,4
28171,4
28221,4
28271,4
28321,4
28371,4
28421,4
28471,4
28521,4
28571,4
28621,4
28671,4
28721,4
28771,4
28821,4
28871,4
28921,3
28971,3
29021,3
29071,3
29121,3
29171,3
29221,3
29271,3
29321,3
29371,3
29421,3
29471,3
29521,3
29571,3
29621,3
29671,3
29721,3
29771,3
29821,3
29871,3
29921,3
29971,3
30021,3
30071,3
30121,3
30171,3
30221,3
30271,3
30321,3
30371,3
30421,5
30471,5
30521,3
30571,3
30621,3
30671,5
30721,5
30771,3
30821,3
30871,5
30921,5
30971,5
31021,4
31071,4
31121,4
31171,4
31221,4
31271,4
31321,4
31371,4
31421,4
31471,4
31521,4
31571,4
31621,4
31671,4
31721,4
31771,4
31821,4
31871,4
31921,4
31971,4
32021,4
32071,4
32121,4
32171,4
32221,4
32271,4
32321,4
32371,4
32421,4
32471,4
32521,4
32571,4
32621,4
32671,4
32721,4
32771,4
32821,3
32871,3
32921,3
32971,3
33021,3
33071,3
33121,3
33171,3
33221,3
33271,3
33321,3
33371,3
33421,3
33471,3
33521,3
33571,3
33621,3
33671,3
33721,3
33771,3
33821,3
33871,3
33921,3
33971,3
34021,3
34071,3
34121,3
34171,3
34221,3
34271,3
34321,3
34371,3
34421,3
34471,3
34521,3
34571,3
34621,2
34671,2
34721,2
34771,2
34821,2
34871,2
34921,2
34971,2
35021,2
35071,2
35121,2
35171,2
35221,1
35271,1
35321,1
35371,1
35421,1
35471,1
35521,1
35571,2
35621,2
35671,1
35721,1
35771,1
35821,1
35871,1
35921,1
35971,1
36021,1
36071,1
36121,1
36171,1
36221,1
36271,1
36321,1
36371,0
36421,0
36471,1
36521,1
36571,1
36621,1
36671,0
36721,0
36771,1
36821,1
36871,0
36921,0
36971,0
37021,0
37071,0
37121,0
37171,0
37221,0
37271,0
37321,1
37371,1
37421,1
37471,0
37521,0
37571,0
37621,0
37671,0
37721,0
37771,0
37821,0
37871,0
37921,0
37971,0
38021,0
38071,0
38121,0
38171,1
38221,1
